Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
7872203,73,16,single,rented,no,11,11,1
3154685,27,1,single,rented,no,1,12,1
670260,70,16,single,rented,no,14,14,1
1131868,46,10,single,rented,no,10,12,1
6596959,40,5,single,rented,yes,5,14,1
4816881,59,19,single,rented,no,11,10,1
8897257,65,12,single,rented,no,5,14,1
9760129,44,12,single,norent_noown,no,11,10,1
3580985,53,13,married,rented,no,13,14,1
8732919,54,18,single,rented,no,5,13,1
9731801,72,3,single,owned,no,3,12,1
1621444,22,16,single,rented,no,9,11,1
7134787,63,15,single,rented,no,12,12,1
5091752,66,2,single,rented,no,2,11,1
1969104,28,9,single,rented,no,7,14,1
8878375,65,7,single,rented,no,7,14,1
8683216,21,0,married,rented,no,0,12,1
7757947,62,5,single,rented,no,4,13,1
4940114,43,8,single,rented,no,8,10,1
5822214,26,12,single,rented,no,4,13,1
9173092,30,19,single,rented,no,9,11,1
7851638,51,9,single,rented,no,9,12,1
8314069,31,17,single,rented,no,8,14,1
2499018,24,15,single,rented,no,8,13,1
8342442,30,17,single,rented,no,11,10,1
9433222,48,14,single,rented,yes,10,11,1
4236914,47,15,married,rented,yes,10,11,1
4990273,58,2,single,rented,no,2,14,1
2570723,45,15,single,rented,no,6,12,1
429827,35,2,single,rented,no,2,14,1
7212880,21,17,single,rented,no,13,12,1
5510769,41,19,single,rented,yes,8,12,1
1839079,43,11,married,rented,no,10,11,1
2541624,32,15,single,rented,no,3,12,1
5305177,23,17,single,rented,no,9,11,1
2503612,25,18,single,rented,no,6,11,1
5388842,79,4,single,rented,no,4,12,1
2582117,54,11,single,rented,yes,3,14,1
80603,58,12,single,rented,yes,12,13,1
1290647,39,1,single,rented,yes,1,13,1
6973577,43,15,married,rented,yes,5,11,1
7769983,61,19,single,rented,no,8,14,1
1662818,64,18,single,rented,no,9,11,1
7248241,63,12,single,rented,no,4,14,1
4697227,53,5,single,rented,no,5,13,1
3026361,37,18,single,owned,yes,13,10,1
4329497,66,2,single,rented,no,2,11,1
7695399,49,6,single,rented,yes,6,11,1
6733662,60,20,single,rented,no,12,11,1
3285395,72,19,single,rented,no,13,12,1
3959820,78,9,married,rented,no,9,10,1
4536029,24,20,single,rented,no,8,14,1
2935149,66,2,single,rented,no,2,10,1
3612614,62,15,single,rented,no,14,14,1
3411984,31,12,single,owned,no,4,12,1
2800327,50,6,single,rented,yes,6,10,1
3413189,60,1,single,rented,no,1,13,1
4141656,27,20,single,rented,no,12,14,1
6035837,34,13,single,rented,no,11,11,1
1821438,26,0,single,rented,yes,0,12,1
9849899,39,8,single,rented,no,5,13,1
3602416,48,3,single,rented,no,3,13,1
9088666,45,11,single,rented,no,11,12,1
5952371,67,16,single,rented,yes,3,14,1
4316721,78,15,single,rented,no,14,12,1
3873393,21,7,single,rented,yes,7,14,1
9576816,45,5,single,rented,no,5,14,1
1072440,29,15,single,rented,no,6,12,1
6891271,45,9,single,rented,no,9,10,1
974413,35,1,single,rented,no,1,14,1
6973369,68,20,single,rented,no,11,13,1
250306,23,15,single,rented,no,10,14,1
8135531,60,10,single,owned,no,4,11,1
6475126,48,14,single,rented,no,11,12,1
6569934,72,9,single,rented,yes,3,14,1
668849,74,15,single,rented,no,13,11,1
5393575,22,1,single,rented,yes,1,13,1
5874168,39,12,single,rented,no,10,14,1
3539122,28,11,single,rented,no,4,13,1
4658830,45,11,single,rented,yes,8,10,1
4544686,62,8,single,norent_noown,no,5,13,1
9985964,28,8,married,rented,no,8,13,1
1677705,42,14,single,rented,no,13,14,1
9400836,58,5,single,rented,yes,5,13,1
6673726,46,17,single,rented,yes,13,11,1
9557082,70,0,married,rented,yes,0,13,1
8652626,64,4,single,rented,yes,4,14,1
9768782,61,10,single,rented,yes,5,11,1
759604,26,18,single,rented,no,10,11,1
901466,45,15,single,rented,yes,8,13,1
972023,37,6,single,rented,yes,5,11,1
9087771,28,2,single,rented,yes,2,13,1
4246856,76,0,single,rented,yes,0,10,1
7167091,51,19,single,rented,yes,6,11,1
7171645,31,10,married,rented,no,5,14,1
6134910,60,6,married,rented,yes,3,11,1
5863246,38,9,single,rented,no,7,14,1
5997509,42,1,single,rented,no,1,13,1
9559020,36,12,single,rented,yes,12,10,1
4091318,33,7,single,rented,no,7,11,1
8377998,65,13,single,rented,no,4,11,1
7810957,48,5,single,rented,yes,5,11,1
9904501,63,20,single,rented,yes,6,13,1
8822191,26,13,single,rented,no,3,10,1
7280359,21,11,single,rented,no,6,10,1
4038904,25,6,single,rented,yes,6,12,1
9205302,77,13,single,rented,yes,11,13,1
7243585,57,15,single,rented,yes,9,11,1
3417203,53,15,single,rented,no,5,13,1
8296594,22,13,single,rented,no,13,13,1
250968,60,7,single,rented,no,4,14,1
6777059,76,8,single,rented,no,8,11,1
9635286,73,15,single,rented,yes,8,11,1
5118418,57,18,single,rented,no,10,13,1
9675070,56,19,single,rented,yes,3,10,1
927040,72,0,single,owned,yes,0,13,1
1362373,21,0,single,rented,no,0,10,1
64822,33,9,single,rented,yes,9,11,1
1543486,44,7,single,rented,no,5,13,1
9482759,67,19,single,rented,no,12,12,1
460547,70,20,single,rented,no,4,12,1
235563,48,5,married,rented,no,5,11,1
1739039,33,19,single,rented,no,10,13,1
7895335,34,17,single,rented,no,5,11,1
1519180,59,2,single,rented,yes,2,10,1
7364088,74,5,single,rented,no,5,11,1
5966818,66,6,single,rented,yes,6,14,1
752752,76,3,single,rented,no,3,12,1
6414837,40,3,single,rented,no,3,14,1
7223228,73,0,single,rented,yes,0,11,1
7826657,30,3,single,rented,no,3,10,1
893850,73,2,single,rented,yes,2,13,1
1315106,62,5,single,rented,no,5,12,1
3607368,27,19,single,rented,yes,13,11,1
4409735,54,2,single,rented,no,2,10,1
6191553,68,15,single,norent_noown,yes,13,14,1
7887382,37,2,single,rented,no,2,11,1
9878857,32,16,single,rented,yes,11,12,1
4420138,62,4,single,rented,yes,4,10,1
3864475,44,14,single,rented,no,10,11,1
4973814,24,19,single,rented,no,6,12,1
2278568,25,4,single,rented,no,4,12,1
2385302,69,10,single,rented,yes,8,13,1
6565653,53,12,single,owned,no,11,12,1
5563521,26,4,single,rented,no,4,13,1
743219,54,5,single,owned,no,5,12,1
3625101,28,5,single,rented,no,5,10,1
2020252,78,4,single,rented,no,4,10,1
6195504,70,20,single,rented,yes,10,10,1
1325345,66,8,single,rented,no,8,14,1
6830726,29,20,married,rented,yes,3,14,1
4621722,44,11,single,rented,no,6,14,1
2477727,63,15,single,rented,no,7,12,1
5443970,35,4,single,rented,no,4,10,1
5712077,21,0,single,rented,no,0,12,1
9148290,50,15,single,rented,no,12,10,1
8542806,31,12,married,rented,no,6,13,1
2724690,56,1,single,rented,yes,1,12,1
8948812,52,11,single,rented,yes,10,11,1
5129206,59,8,single,rented,no,3,12,1
2936833,57,9,single,rented,yes,9,13,1
5639383,37,5,single,rented,no,4,12,1
2568817,78,5,single,owned,yes,5,14,1
9662707,31,2,single,rented,no,2,13,1
8492379,28,16,single,rented,no,14,11,1
5278110,45,10,single,rented,yes,8,10,1
6083984,45,15,single,rented,no,3,12,1
6259059,70,8,married,rented,yes,8,10,1
4937591,60,2,single,rented,no,2,13,1
6653271,49,11,single,rented,no,11,10,1
4671113,68,13,single,owned,yes,11,13,1
3883838,62,19,single,rented,no,13,13,1
2309662,64,12,single,owned,no,10,11,1
7556052,57,16,single,owned,yes,3,13,1
6987406,27,10,single,rented,no,8,11,1
3181072,57,12,single,rented,yes,10,12,1
6877905,40,9,single,rented,yes,7,11,1
9655646,27,12,single,rented,no,5,10,1
7691997,48,18,single,rented,yes,8,12,1
765211,38,13,single,rented,yes,4,12,1
3212655,67,19,single,rented,no,7,14,1
3145889,47,17,married,rented,yes,4,11,1
4247262,62,15,married,rented,no,4,10,1
1369359,22,19,single,norent_noown,yes,9,12,1
6011488,41,2,single,rented,no,2,12,1
8481916,73,0,single,rented,no,0,14,1
7475292,33,3,single,rented,no,3,10,1
313244,59,10,single,rented,no,10,14,1
3921757,77,11,single,rented,no,3,14,1
4076147,25,16,married,rented,no,6,10,1
4570845,47,3,single,rented,no,3,14,1
80183,72,4,single,rented,yes,4,13,1
9912721,57,14,single,rented,no,5,14,1
6496851,27,1,single,rented,yes,1,14,1
612456,54,16,single,rented,no,9,11,1
9213176,50,13,single,rented,no,3,14,1
8098496,77,15,single,rented,no,11,10,1
9267569,48,11,single,rented,no,11,12,1
3643652,56,2,single,rented,no,2,10,1
245102,36,4,single,rented,no,4,12,1
6896303,25,7,single,rented,no,7,13,1
8451500,69,7,married,rented,yes,7,13,1
1956633,23,13,single,rented,no,13,12,1
9109625,55,5,single,rented,no,5,10,1
2244337,26,6,single,rented,yes,6,12,1
3762111,61,13,single,rented,yes,6,13,1
5155377,75,19,single,rented,yes,5,12,1
7071857,24,10,married,rented,no,3,13,1
5250888,30,10,single,rented,no,10,13,1
7256900,55,9,single,rented,no,4,14,1
4016515,56,13,married,rented,no,6,13,1
1789952,27,4,married,rented,no,4,11,1
3941355,71,14,married,rented,no,12,10,1
2391997,69,19,single,rented,no,6,11,1
7428533,59,1,single,rented,no,1,12,1
5502824,54,16,single,rented,yes,12,10,1
7102815,30,13,single,rented,no,13,13,1
5515243,64,12,single,rented,no,11,12,1
8557058,33,2,single,rented,no,2,14,1
4873523,22,15,single,rented,no,3,11,1
389819,29,3,married,rented,no,3,14,1
9013759,50,10,single,rented,yes,6,13,1
1765870,39,11,single,owned,no,11,10,1
1695214,44,9,single,rented,yes,8,10,1
1729641,38,12,single,rented,no,12,12,1
3411758,35,20,single,rented,yes,4,12,1
1106260,39,8,single,owned,no,8,10,1
1005797,34,10,single,owned,no,10,10,1
3298975,49,8,single,rented,yes,8,12,1
4292910,70,2,married,owned,no,2,14,1
5572727,74,2,single,rented,yes,2,13,1
3784689,39,7,married,rented,no,7,11,1
8381715,72,0,single,rented,yes,0,10,1
9103667,54,3,married,owned,no,3,12,1
5381739,76,15,single,rented,no,9,13,1
5112098,77,11,single,rented,no,11,11,1
7582947,64,20,married,rented,yes,5,12,1
3604122,49,3,single,norent_noown,no,3,10,1
5067791,55,18,single,rented,no,4,10,1
423074,54,16,single,rented,no,14,11,1
7827983,59,18,single,rented,no,12,12,1
7159752,60,18,single,rented,no,3,13,1
4609641,26,17,single,rented,no,9,10,1
6307225,57,11,single,rented,yes,8,12,1
4665785,71,13,single,rented,no,3,12,1
1537256,29,5,single,rented,yes,5,14,1
2575197,72,2,single,owned,no,2,14,1
7334800,75,3,single,rented,no,3,12,1
9029413,72,6,single,rented,yes,6,14,1
3040483,33,7,single,rented,yes,7,11,1
5164517,33,17,married,rented,no,6,11,1
8808852,56,16,single,rented,no,3,14,1
5617309,75,16,married,rented,yes,6,12,1
10675,23,1,single,rented,yes,1,14,1
6710324,25,0,single,rented,yes,0,10,1
3049346,26,5,married,rented,no,3,12,1
8514369,21,5,single,rented,yes,4,13,1
3386878,42,18,single,owned,yes,3,14,1
1169439,64,11,single,owned,yes,4,13,1
7200605,34,9,single,rented,yes,9,13,1
5597223,74,8,single,rented,yes,3,14,1
3075503,32,17,single,rented,no,3,13,1
9704512,78,15,single,rented,no,11,14,1
2561886,41,6,single,rented,yes,5,14,1
4036960,79,16,single,rented,yes,3,13,1
8437491,22,2,single,rented,no,2,14,1
3083768,34,12,single,rented,no,5,11,1
1051945,70,7,married,rented,no,7,12,1
9265462,48,6,single,rented,no,6,10,1
1871076,52,18,single,rented,no,3,10,1
9768584,52,14,married,rented,yes,11,10,1
7721706,68,11,single,rented,yes,3,13,1
5501513,78,11,single,rented,no,11,14,1
4262611,57,0,single,rented,no,0,10,1
5384780,55,12,single,rented,yes,5,12,1
8936935,36,0,single,rented,no,0,14,1
3524413,77,5,single,rented,no,5,11,1
3160585,42,10,single,rented,no,8,10,1
1020861,42,17,single,rented,no,7,14,1
2261031,41,16,single,rented,yes,7,10,1
5922769,29,7,single,rented,no,7,11,1
8517978,58,7,single,rented,no,4,10,1
2162609,42,0,single,rented,no,0,12,1
4226060,49,2,single,rented,no,2,11,1
4209565,50,1,single,rented,no,1,14,1
7716359,70,0,single,rented,no,0,12,1
9597503,47,13,single,rented,no,7,10,1
7475587,26,16,single,rented,yes,7,13,1
4094969,61,13,single,rented,no,4,11,1
3326988,42,7,single,rented,no,7,14,1
5861916,48,11,single,rented,no,11,14,1
9584354,66,17,single,rented,yes,12,13,1
555485,31,15,single,rented,yes,12,11,1
6269757,61,6,single,rented,no,6,12,1
7440752,70,10,single,rented,no,10,11,1
4657255,28,16,single,rented,no,7,14,1
355672,47,11,single,rented,no,11,14,1
1963558,36,15,single,rented,yes,7,13,1
8434862,27,9,single,rented,no,5,11,1
606432,39,9,single,rented,no,6,10,1
9482746,68,10,single,rented,no,6,11,1
5000063,38,17,single,rented,no,5,11,1
5768871,47,11,single,rented,no,3,14,1
9420838,48,6,single,rented,no,6,10,1
7315839,72,8,married,rented,no,8,14,1
3666346,56,12,single,rented,no,12,11,1
9760667,63,17,single,rented,no,13,12,1
5303994,39,6,single,rented,no,6,14,1
9639445,45,9,single,rented,no,9,10,1
6868118,25,16,single,rented,no,13,13,1
1885923,46,16,single,rented,no,8,14,1
5554586,39,18,single,rented,no,13,13,1
9861298,59,16,single,rented,no,9,11,1
7839236,68,7,single,rented,no,7,14,1
6115704,57,17,single,owned,no,12,14,1
5898669,32,9,married,rented,no,6,13,1
8005608,65,8,single,rented,no,8,12,1
6275695,66,10,single,rented,no,10,11,1
535157,50,2,married,rented,no,2,10,1
5165629,61,0,single,rented,no,0,12,1
5522159,22,6,single,rented,no,6,12,1
7154493,28,4,single,rented,no,4,13,1
7187813,47,2,single,rented,no,2,13,1
5644262,60,7,single,rented,no,3,11,1
4392927,41,2,single,rented,no,2,13,1
3775604,46,11,single,rented,no,5,11,1
8195887,79,16,single,rented,no,14,13,1
1134496,77,3,single,rented,no,3,10,1
624985,47,11,single,rented,no,6,11,1
233888,64,1,single,rented,no,1,10,1
6694786,69,17,single,norent_noown,no,11,11,1
1312362,25,7,married,rented,no,7,13,1
9603186,43,5,single,rented,no,5,13,1
3489049,66,11,single,rented,no,11,12,1
5653642,42,3,single,rented,no,3,11,1
6862187,22,7,single,rented,no,7,12,1
4736350,38,13,single,rented,no,6,13,1
7552268,38,6,single,rented,no,5,10,1
6668221,66,20,single,rented,no,11,11,1
5109740,39,6,single,rented,no,6,14,1
7167762,49,14,single,rented,no,12,14,1
7743419,71,15,single,rented,no,14,14,1
9305585,69,8,single,rented,no,8,10,1
6715263,29,0,single,rented,no,0,11,1
1632386,43,20,single,rented,no,11,14,1
6325118,21,13,single,rented,no,11,12,1
2442178,34,15,married,rented,no,10,13,1
9127290,22,11,single,rented,no,3,14,1
5922261,43,6,single,rented,no,6,14,1
5468664,30,2,single,rented,no,2,14,1
6787542,22,0,single,norent_noown,no,0,12,1
8143086,22,3,single,rented,no,3,11,1
1680177,33,18,single,owned,no,6,11,1
2429683,43,20,single,rented,no,14,11,1
7020077,63,9,single,rented,no,9,13,1
1108464,57,20,single,rented,no,7,14,1
9815414,26,5,single,rented,no,5,14,1
4445947,53,17,single,rented,no,4,14,1
1670303,35,13,married,rented,no,5,14,1
7660598,72,11,single,rented,no,11,13,1
6785181,32,11,single,rented,no,11,11,1
4510338,53,17,single,rented,no,5,10,1
321358,78,17,single,rented,no,9,13,1
2653315,76,8,married,rented,no,8,12,1
7914034,23,2,single,rented,no,2,10,1
6722440,47,7,single,rented,no,7,11,1
2259654,42,2,single,rented,no,2,10,1
649902,54,15,single,rented,no,8,11,1
9215066,69,11,single,rented,no,11,10,1
549476,47,1,single,rented,no,1,10,1
5628436,48,13,single,rented,no,10,10,1
223993,54,7,single,rented,no,7,11,1
706809,71,3,single,rented,no,3,13,1
4149976,35,15,married,owned,no,10,12,1
4824858,58,15,single,rented,no,8,11,1
1988524,50,6,single,rented,no,6,13,1
976533,48,2,single,rented,no,2,10,1
1578598,50,11,single,rented,no,11,11,1
1604428,66,20,single,rented,no,12,14,1
414060,64,16,single,norent_noown,no,14,11,1
8079960,53,2,single,rented,no,2,10,1
2902285,77,19,single,rented,no,11,10,1
7563306,55,15,single,rented,no,12,12,1
9368529,59,7,single,rented,no,7,10,1
1139981,60,12,single,rented,no,12,12,1
340075,45,0,single,rented,no,0,13,1
6963246,35,16,single,rented,no,14,12,1
5965932,74,3,single,rented,no,3,13,1
6120219,25,8,single,rented,no,3,13,1
6800688,78,5,single,rented,no,5,14,1
9407809,66,3,single,rented,no,3,13,1
6002096,32,14,single,rented,no,3,13,1
4145727,27,11,single,rented,no,6,12,1
6201762,46,1,single,rented,no,1,10,1
8356848,54,2,single,rented,no,2,12,1
2024213,38,19,single,rented,no,8,14,1
3306281,33,16,single,rented,no,8,12,1
3423478,76,9,single,rented,no,4,10,1
4112102,46,15,single,rented,no,5,13,1
7673823,63,15,married,rented,no,11,14,1
9044259,30,16,single,rented,no,3,11,1
4593497,33,15,married,rented,no,8,14,1
5186187,76,2,single,rented,no,2,12,1
3470076,44,15,single,rented,no,11,12,1
96503,40,13,single,rented,no,3,14,1
7529689,76,9,single,rented,no,4,10,1
1442794,35,20,married,rented,no,10,10,1
6875625,77,7,married,rented,no,7,11,1
5965136,36,15,single,rented,no,10,12,1
6550926,35,1,single,rented,no,1,11,1
5608121,52,7,single,rented,no,7,14,1
4642438,55,13,single,rented,no,13,14,1
8419826,31,0,single,rented,no,0,14,1
3734522,47,1,single,rented,no,1,10,1
8030284,65,6,single,rented,no,6,12,1
5238806,65,3,single,rented,no,3,12,1
6794531,68,20,single,rented,no,14,10,1
7429005,69,2,married,rented,no,2,13,1
215207,32,7,married,rented,no,7,13,1
9211842,61,16,single,rented,no,11,11,1
8371842,66,15,single,owned,no,4,11,1
800194,33,5,single,rented,no,5,13,1
2157311,78,14,single,rented,no,6,12,1
7098273,67,10,single,rented,no,3,12,1
9455042,33,20,single,rented,no,10,12,1
9789626,21,20,single,rented,no,4,13,1
6064204,62,14,married,rented,no,10,10,1
2453112,34,6,single,rented,no,6,14,1
7715562,55,6,married,rented,no,6,10,1
1551042,70,18,single,rented,no,13,13,1
1783274,34,8,single,owned,no,7,12,1
7794515,51,2,single,rented,no,2,11,1
2167931,58,13,married,rented,no,9,11,1
902071,63,4,single,rented,no,4,12,1
9083499,77,19,single,rented,no,13,10,1
1500447,75,13,married,rented,no,13,12,1
2215191,76,10,single,rented,no,10,11,1
8036025,23,8,single,rented,no,4,14,1
9270608,79,14,single,rented,no,4,12,1
9314999,51,20,married,rented,no,7,10,1
5867312,43,1,single,owned,no,1,13,1
6810655,30,11,single,rented,no,10,12,1
8143512,31,7,single,rented,no,6,14,1
6996011,76,13,single,rented,no,13,14,1
7253442,24,17,single,rented,no,8,10,1
5713579,53,14,single,rented,no,10,11,1
2397672,70,6,single,rented,no,6,11,1
3745099,27,10,single,rented,no,10,11,1
3090546,54,9,single,rented,no,5,12,1
2206541,52,10,single,owned,no,10,10,1
420777,41,1,single,rented,no,1,11,1
6092943,60,10,single,rented,no,10,11,1
4248868,79,11,single,rented,no,11,13,1
8476201,55,1,single,rented,no,1,11,1
5294978,42,17,single,rented,no,8,11,1
1818095,30,1,married,rented,no,1,11,1
2204102,22,17,single,rented,no,7,12,1
5072054,56,5,single,rented,no,5,14,1
4627494,55,14,single,rented,no,7,11,1
6329094,26,17,single,rented,no,12,11,1
6894008,66,3,married,rented,no,3,12,1
8596569,69,0,single,rented,no,0,13,1
831067,48,2,married,rented,no,2,11,1
1043413,33,16,single,rented,no,8,13,1
7716276,50,16,single,rented,no,13,12,1
9427951,24,11,single,rented,no,8,12,1
8476529,41,14,single,owned,no,4,10,1
1923707,40,16,single,rented,no,4,12,1
6073350,68,5,single,rented,no,5,14,1
1591082,66,3,single,rented,no,3,11,1
1857595,26,19,single,rented,no,12,13,1
1780484,24,10,single,rented,no,5,13,1
8151369,67,11,single,rented,no,6,12,1
3876672,55,12,single,rented,no,11,12,1
6380792,51,12,single,rented,no,12,13,1
5613340,59,17,single,rented,no,14,11,1
7146402,23,20,single,rented,no,4,14,1
8605005,31,20,single,rented,no,5,14,1
3142984,22,13,single,rented,no,10,12,1
9678663,46,0,single,rented,no,0,12,1
6641682,42,0,single,rented,no,0,10,1
1661569,32,12,single,rented,no,5,13,1
2909502,27,18,single,rented,no,4,11,1
1960045,62,5,single,rented,no,5,13,1
9645128,26,2,single,rented,no,2,11,1
424512,60,16,single,rented,no,5,11,1
5663883,37,4,single,rented,no,4,11,1
2926190,71,0,single,rented,no,0,14,1
9299383,56,15,single,rented,no,8,12,1
6207088,35,16,single,rented,no,13,13,1
4536448,43,18,single,norent_noown,no,6,14,1
7037934,53,17,married,rented,no,7,12,1
4128579,52,15,married,rented,no,13,13,1
2946448,63,0,single,rented,no,0,13,1
2803101,25,10,single,rented,no,10,14,1
8702383,76,20,single,rented,no,3,12,1
911309,69,12,single,rented,no,9,13,1
7667206,74,17,married,rented,no,9,12,1
3338595,23,15,single,rented,no,4,10,1
7058931,40,10,single,rented,no,10,13,1
5131419,26,2,single,rented,no,2,10,1
9766082,28,9,single,rented,no,3,14,1
7503751,27,17,single,rented,no,8,14,1
9434255,52,12,single,rented,no,12,12,1
9578850,57,13,single,rented,no,11,11,1
1678997,47,20,single,rented,no,12,13,1
7761009,38,3,single,rented,no,3,12,1
5671193,30,20,single,rented,no,11,14,1
4772948,46,17,single,rented,no,11,14,1
8925245,63,0,single,rented,no,0,10,1
5604484,51,14,single,rented,no,4,13,1
3779002,57,8,single,rented,no,8,14,1
3533484,47,6,single,rented,no,6,12,1
630763,36,17,married,rented,no,13,13,1
4828749,28,15,single,rented,no,5,11,1
554517,21,7,single,rented,no,5,13,1
9451139,22,17,single,rented,no,14,14,1
7210569,54,17,single,rented,no,10,11,1
3048347,36,17,single,rented,no,14,13,1
9464294,42,9,single,rented,no,5,10,1
140516,29,19,single,rented,no,14,10,1
4499377,48,11,single,rented,no,11,12,1
8177616,33,9,single,rented,no,9,13,1
8450190,26,6,single,rented,no,6,10,1
5180835,22,1,single,rented,no,1,10,1
3737014,47,7,single,rented,no,7,14,1
9768762,66,1,single,rented,no,1,13,1
5294937,53,8,married,rented,no,8,12,1
5683509,62,19,single,rented,no,4,14,1
3238461,35,16,single,rented,no,8,13,1
2280615,74,1,single,norent_noown,no,1,14,1
1888040,43,2,married,rented,no,2,13,1
3291384,42,4,single,rented,no,4,12,1
1932556,56,15,single,rented,no,4,13,1
6943697,37,14,single,rented,no,3,12,1
5184758,55,7,single,rented,no,7,11,1
4399912,29,9,single,rented,no,9,10,1
1556371,39,11,single,rented,no,8,13,1
8593281,22,19,single,rented,no,11,11,1
4276227,31,11,single,rented,no,11,13,1
1565345,37,5,single,rented,no,4,14,1
9537662,44,19,single,rented,no,14,12,1
7100378,60,18,single,owned,no,11,11,1
7488205,60,9,single,rented,no,9,10,1
9594219,32,3,single,rented,no,3,12,1
700444,24,0,single,rented,no,0,11,1
9700230,55,20,single,rented,no,8,13,1
5625315,69,16,single,rented,no,14,14,1
7581703,40,9,married,rented,no,9,13,1
5924444,33,1,single,rented,no,1,12,1
1743237,66,0,single,rented,no,0,14,1
116617,62,15,single,rented,no,14,11,1
7756519,56,4,single,rented,no,4,14,1
9345198,49,9,single,rented,no,9,11,1
2716181,76,8,single,rented,no,8,11,1
779324,45,20,single,rented,no,4,10,1
208537,33,6,married,rented,no,6,12,1
2362103,56,2,single,rented,no,2,11,1
9775346,48,6,single,rented,no,6,10,1
7757778,78,17,single,rented,no,12,12,1
6683083,69,1,married,rented,no,1,12,1
151700,33,20,single,rented,no,6,13,1
4489952,66,5,single,owned,no,5,11,1
7530512,65,12,single,rented,no,10,12,1
3802714,71,16,single,rented,no,8,13,1
335003,75,11,single,norent_noown,no,11,13,1
4816071,63,17,single,rented,no,13,14,1
3672369,60,12,single,rented,no,6,12,1
1336270,66,19,single,rented,no,8,12,1
1053988,73,6,single,owned,no,6,13,1
7770680,38,10,single,rented,no,10,12,1
6798686,31,9,single,owned,no,9,10,1
718057,59,19,single,rented,no,4,11,1
8053436,42,8,single,rented,no,8,11,1
228131,30,5,single,rented,no,5,12,1
600473,24,11,single,rented,no,6,14,1
4806237,79,10,married,rented,no,4,11,1
6913078,38,14,married,rented,no,3,14,1
7908473,66,0,single,rented,no,0,10,1
4305317,75,6,single,rented,no,6,12,1
75855,33,17,single,rented,no,12,11,1
3453372,47,2,single,rented,no,2,10,1
448452,22,7,single,rented,no,6,13,1
147581,74,18,single,norent_noown,no,9,11,1
6649334,59,12,married,rented,no,11,11,1
8909724,71,4,single,rented,no,4,11,1
4423589,33,19,single,rented,no,8,12,1
8593318,75,20,single,owned,no,7,13,1
4778152,42,13,single,rented,no,3,12,1
8785845,69,8,single,rented,no,6,14,1
8527776,54,2,single,rented,no,2,11,1
1369446,59,3,single,rented,no,3,11,1
8435439,68,1,single,rented,no,1,14,1
2147176,45,5,single,owned,no,5,14,1
9275320,28,12,single,rented,no,3,13,1
5796023,30,3,single,rented,no,3,11,1
7574572,78,5,single,rented,no,5,10,1
7644982,24,1,single,rented,no,1,11,1
2421544,46,17,single,rented,no,6,13,1
7059372,43,4,married,owned,no,4,13,1
6284000,32,3,single,rented,no,3,11,1
4516990,69,9,single,rented,no,9,11,1
7961712,41,10,single,rented,no,10,14,1
3685028,32,13,single,rented,no,6,11,1
7018599,53,0,single,rented,no,0,13,1
5509700,37,0,single,rented,no,0,13,1
1045513,40,2,single,norent_noown,no,2,14,1
8141088,22,1,single,rented,no,1,12,1
8259158,79,14,single,rented,no,13,10,1
622010,65,8,single,rented,no,8,13,1
3805156,72,4,single,rented,no,4,12,1
2837107,70,3,single,rented,no,3,11,1
332177,70,20,single,rented,no,7,13,1
1929764,45,5,single,rented,no,3,12,1
265272,75,20,single,rented,no,6,14,1
1923313,71,5,single,rented,no,3,10,1
469269,65,7,single,rented,no,3,12,1
8514407,43,1,single,rented,no,1,13,1
6733582,24,3,single,rented,no,3,10,1
8424956,57,12,single,rented,no,12,10,1
4819023,50,18,married,rented,no,12,10,1
7919486,36,12,single,rented,no,8,12,1
1216848,60,9,single,rented,no,9,12,1
8236972,21,7,single,rented,no,4,13,1
3092529,49,1,single,rented,no,1,10,1
555482,32,12,single,rented,no,9,11,1
2499276,21,0,single,rented,no,0,12,1
1085302,69,4,single,rented,no,4,10,1
6443274,79,12,single,rented,no,9,14,1
5314430,32,11,single,rented,no,5,12,1
681686,71,18,single,rented,no,13,10,1
291391,33,8,single,rented,no,6,13,1
1692995,46,8,single,rented,no,8,14,1
1467935,28,8,married,rented,no,8,13,1
6238694,59,1,single,rented,no,1,11,1
882249,36,14,single,owned,no,12,13,1
998868,44,16,single,rented,no,5,13,1
3700179,75,15,single,rented,no,10,11,1
90178,76,9,single,rented,no,9,11,1
4432896,29,14,single,rented,no,13,14,1
2974289,22,3,single,rented,no,3,13,1
6068842,29,6,single,rented,no,6,14,1
4145551,46,15,married,rented,no,11,13,1
7218867,43,16,single,rented,no,8,14,1
1050149,33,5,single,rented,no,5,13,1
229131,76,10,single,rented,no,10,13,1
4939158,65,12,single,rented,no,7,14,1
8021921,73,4,single,rented,no,4,10,1
5279919,38,19,single,owned,no,3,10,1
8535775,33,18,single,rented,no,5,13,1
1589605,46,13,single,rented,no,9,10,1
270761,48,1,single,rented,no,1,11,1
2295066,76,12,single,rented,no,7,13,1
3264559,29,14,married,rented,no,4,10,1
1085710,72,12,single,rented,no,9,10,1
8700927,41,0,married,rented,no,0,10,1
9872943,78,16,single,owned,no,14,13,1
110437,41,8,single,rented,no,8,12,1
7665233,79,10,single,rented,no,3,12,1
8453618,47,4,single,rented,no,4,12,1
