Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
5408,3540135,78,4,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,4,11,0
5409,8739032,55,3,married,rented,no,Politician,Aurangabad[39],Bihar,3,14,0
5410,3217258,23,12,single,rented,yes,Petroleum_Engineer,Hospet,Karnataka,8,10,0
5411,2735428,72,20,single,rented,no,Surveyor,Shimla,Himachal_Pradesh,6,14,0
5412,9760667,63,17,single,rented,no,Chartered_Accountant,Khandwa,Madhya_Pradesh,13,12,1
5413,5303994,39,6,single,rented,no,Comedian,Surendranagar_Dudhrej,Gujarat,6,14,1
5414,8390825,30,11,single,rented,no,Secretary,Bidhannagar,West_Bengal,7,10,0
5415,6868118,25,16,single,rented,no,Secretary,Danapur,Bihar,13,13,1
5416,2471915,73,18,single,rented,no,Chemical_engineer,Purnia[26],Bihar,14,13,0
5417,7156599,22,0,single,rented,no,Design_Engineer,Belgaum,Karnataka,0,12,0
5418,8996641,75,12,single,rented,no,Microbiologist,Patiala,Punjab,12,13,0
5419,4043791,48,18,single,rented,yes,Architect,Malda,West_Bengal,13,14,0
5420,4260004,27,5,single,norent_noown,no,Police_officer,Sagar,Madhya_Pradesh,5,13,0
5421,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
5422,3634814,74,4,single,rented,no,Fashion_Designer,Durgapur,West_Bengal,4,11,0
5423,5990870,74,4,single,rented,no,Aviator,Singrauli,Madhya_Pradesh,4,10,0
5424,5909225,67,1,married,rented,no,Graphic_Designer,Vijayanagaram,Andhra_Pradesh,1,11,0
5425,1885923,46,16,single,rented,no,Magistrate,Thanjavur,Tamil_Nadu,8,14,0
5426,8171432,69,8,single,owned,yes,Engineer,Aligarh,Uttar_Pradesh,6,10,1
5427,5554586,39,18,single,rented,no,Software_Developer,Hindupur,Andhra_Pradesh,13,13,0
5428,3053891,25,14,single,rented,no,Firefighter,Proddatur,Andhra_Pradesh,14,11,0
5429,6555332,56,20,single,owned,no,Magistrate,Naihati,West_Bengal,4,10,0
5430,9861298,59,16,single,rented,no,Technical_writer,North_Dumdum,West_Bengal,9,11,1
5431,9311486,68,9,single,rented,no,Lawyer,Panchkula,Haryana,9,12,0
5432,9440590,68,11,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,10,13,0
5433,8773158,58,18,single,rented,yes,Firefighter,Serampore,West_Bengal,5,13,1
5434,9955481,57,13,single,rented,no,Statistician,Eluru[25],Andhra_Pradesh,5,10,0
5435,9724250,67,17,single,rented,yes,Dentist,Bathinda,Punjab,3,13,0
5436,6178223,46,19,single,owned,yes,Architect,Kanpur,Uttar_Pradesh,11,13,0
5437,7362882,37,7,married,rented,no,Psychologist,Bidhannagar,West_Bengal,7,12,0
5438,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
5439,2247878,42,17,single,rented,no,Chemical_engineer,Raurkela_Industrial_Township,Odisha,4,12,0
5440,4334000,36,4,single,rented,no,Politician,Berhampur,Odisha,4,11,0
5441,9576258,79,18,single,rented,yes,Air_traffic_controller,Jamshedpur,Jharkhand,6,11,0
5442,8788135,77,7,married,rented,no,Petroleum_Engineer,Ongole,Andhra_Pradesh,7,11,0
5443,7002610,56,4,single,rented,no,Police_officer,Hyderabad,Telangana,4,12,0
5444,5605985,57,12,single,rented,no,Engineer,Bidar,Karnataka,3,11,0
5445,3208322,55,18,single,rented,no,Air_traffic_controller,Kottayam,Kerala,8,12,0
5446,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
5447,5899830,77,4,single,rented,no,Technical_writer,Karnal,Haryana,4,14,0
5448,9585696,42,13,single,rented,yes,Official,Anantapuram[24],Andhra_Pradesh,3,12,0
5449,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
5450,3798306,42,11,single,rented,yes,Geologist,Aizawl,Mizoram,11,14,0
5451,2966907,30,6,married,rented,yes,Magistrate,Tiruppur,Tamil_Nadu,5,12,0
5452,4994848,58,9,single,rented,no,Software_Developer,Durgapur,West_Bengal,9,13,0
5453,326455,27,20,single,rented,no,Drafter,Asansol,West_Bengal,3,14,0
5454,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
5455,7839236,68,7,single,rented,no,Biomedical_Engineer,Amravati,Maharashtra,7,14,0
5456,7433875,32,12,single,rented,yes,Fashion_Designer,Chennai,Tamil_Nadu,11,10,0
5457,6245331,65,6,single,rented,no,Financial_Analyst,Eluru[25],Andhra_Pradesh,6,12,0
5458,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
5459,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar_Pradesh,6,13,1
5460,4329713,42,9,married,rented,no,Fashion_Designer,South_Dumdum,West_Bengal,6,14,0
5461,4047079,49,7,single,rented,yes,Dentist,Indore,Madhya_Pradesh,5,14,0
5462,9784947,24,11,single,rented,no,Designer,Berhampore,West_Bengal,11,14,0
5463,6097344,27,16,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
5464,826681,78,4,married,rented,yes,Analyst,Ongole,Andhra_Pradesh,4,14,0
5465,575463,60,12,single,rented,yes,Firefighter,Gandhinagar,Gujarat,11,13,0
5466,7021605,31,14,single,rented,no,Technician,Raichur,Karnataka,8,10,0
5467,3449511,50,19,single,rented,yes,Computer_hardware_engineer,Rajpur_Sonarpur,West_Bengal,3,14,0
5468,3472864,39,10,single,rented,yes,Software_Developer,Jamnagar,Gujarat,5,13,0
5469,6535026,79,18,single,rented,no,Design_Engineer,Farrukhabad,Uttar_Pradesh,12,11,0
5470,5083653,35,14,single,rented,yes,Statistician,Ambattur,Tamil_Nadu,12,11,0
5471,4336059,54,12,single,rented,yes,Firefighter,Katihar,Bihar,12,13,0
5472,4976661,22,9,single,rented,no,Architect,Kozhikode,Kerala,8,12,0
5473,4417164,42,12,single,rented,no,Web_designer,Vellore,Tamil_Nadu,8,14,0
5474,9334042,52,10,single,rented,yes,Economist,Malegaon,Maharashtra,5,11,0
5475,535157,50,2,married,rented,no,Engineer,Kochi,Kerala,2,10,1
5476,4126991,66,3,single,rented,no,Microbiologist,Nagaon,Assam,3,12,0
5477,5165629,61,0,single,rented,no,Aviator,North_Dumdum,West_Bengal,0,12,1
5478,1240330,29,18,married,rented,yes,Consultant,Gopalpur,West_Bengal,12,14,0
5479,862841,77,7,single,rented,no,Fashion_Designer,North_Dumdum,West_Bengal,7,14,0
5480,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
5481,1197375,41,0,single,rented,yes,Microbiologist,Srinagar,Jammu_and_Kashmir,0,11,0
5482,7430695,59,8,single,rented,no,Chef,Malda,West_Bengal,8,10,0
5483,4726819,67,5,single,rented,no,Consultant,Davanagere,Karnataka,5,13,0
5484,1319541,72,10,married,rented,no,Politician,Bhagalpur,Bihar,10,14,0
5485,1281960,24,8,single,rented,no,Politician,Siwan[32],Bihar,8,13,0
5486,5522159,22,6,single,rented,no,Computer_hardware_engineer,Anantapur,Andhra_Pradesh,6,12,0
5487,4428363,46,11,single,rented,no,Software_Developer,Nagaon,Assam,11,10,1
5488,4759451,60,4,married,rented,no,Official,Meerut,Uttar_Pradesh,4,13,0
5489,7154493,28,4,single,rented,no,Engineer,Dindigul,Tamil_Nadu,4,13,0
5490,245844,67,4,married,rented,no,Economist,Bhatpara,West_Bengal,3,11,0
5491,8769550,23,13,single,rented,no,Computer_hardware_engineer,Ghaziabad,Uttar_Pradesh,9,10,1
5492,4432483,69,6,single,rented,no,Hotel_Manager,Kulti,West_Bengal,6,10,0
5493,9867887,79,9,single,rented,no,Physician,Chapra,Bihar,4,12,0
5494,444242,77,11,married,rented,no,Dentist,Dibrugarh,Assam,8,12,0
5495,8288147,32,20,single,rented,no,Financial_Analyst,Gandhinagar,Gujarat,3,13,0
5496,8753042,74,12,married,rented,no,Computer_operator,Bhiwandi,Maharashtra,9,12,0
5497,1855377,26,3,single,rented,no,Magistrate,Shimla,Himachal_Pradesh,3,13,0
5498,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,0
5499,5644262,60,7,single,rented,no,Engineer,Kalyan-Dombivli,Maharashtra,3,11,0
5500,4171960,73,16,single,rented,no,Magistrate,Gorakhpur,Uttar_Pradesh,10,10,0
5501,9397962,58,3,married,rented,no,Psychologist,Saharanpur,Uttar_Pradesh,3,14,0
5502,3643187,77,20,single,rented,no,Web_designer,Bellary,Karnataka,12,14,0
5503,2015341,47,6,single,rented,no,Graphic_Designer,Panvel,Maharashtra,6,13,0
5504,7465121,37,2,single,rented,yes,Microbiologist,Siliguri,West_Bengal,2,12,0
5505,3606323,33,0,single,rented,yes,Mechanical_engineer,Bongaigaon,Assam,0,11,0
5506,4065331,70,14,single,rented,no,Civil_engineer,Pune,Maharashtra,9,14,0
5507,2966871,78,7,married,rented,no,Magistrate,Patna,Bihar,3,11,0
5508,7889777,35,15,single,rented,no,Physician,Ramgarh,Jharkhand,13,10,0
5509,3345583,32,2,single,rented,no,Mechanical_engineer,Ozhukarai,Puducherry,2,14,0
5510,4392927,41,2,single,rented,no,Chemical_engineer,Mirzapur,Uttar_Pradesh,2,13,1
5511,4995211,68,9,single,rented,no,Firefighter,Akola,Maharashtra,9,11,0
5512,2570688,46,9,single,rented,no,Firefighter,Motihari[34],Bihar,9,11,0
5513,2506726,54,11,single,rented,no,Designer,Jalna,Maharashtra,6,14,0
5514,9657655,76,0,single,rented,no,Psychologist,Jalandhar,Punjab,0,12,0
5515,495619,26,1,single,rented,no,Consultant,Raiganj,West_Bengal,1,14,1
5516,4269729,70,8,single,rented,yes,Fashion_Designer,Unnao,Uttar_Pradesh,8,13,0
5517,799233,72,4,single,rented,yes,Hotel_Manager,Udupi,Karnataka,4,14,0
5518,9775375,62,9,single,rented,no,Consultant,Sambalpur,Odisha,3,12,0
5519,8791091,33,15,single,rented,no,Microbiologist,Karnal,Haryana,12,14,0
5520,1122270,72,11,single,rented,no,Librarian,Cuttack,Odisha,5,12,0
5521,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,0
5522,8195887,79,16,single,rented,no,Chef,Ichalkaranji,Maharashtra,14,13,0
5523,4392149,59,11,single,rented,no,Secretary,Warangal[11][12],Telangana,10,13,0
5524,4991059,39,11,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,11,14,0
5525,1013313,32,16,single,rented,no,Geologist,Bulandshahr,Uttar_Pradesh,10,12,0
5526,1800877,21,10,married,rented,yes,Software_Developer,Narasaraopet,Andhra_Pradesh,5,13,0
5527,2217063,34,3,single,rented,no,Computer_hardware_engineer,Chinsurah,West_Bengal,3,11,0
5528,1134496,77,3,single,rented,no,Surgeon,Jehanabad[38],Bihar,3,10,1
5529,7462623,46,13,single,rented,no,Fashion_Designer,Kamarhati,West_Bengal,10,14,0
5530,6045182,78,6,single,rented,no,Designer,Raichur,Karnataka,6,12,0
5531,1494586,63,20,single,rented,yes,Financial_Analyst,Nandyal,Andhra_Pradesh,3,11,0
5532,6847133,69,7,single,rented,no,Surgeon,Dhanbad,Jharkhand,6,10,0
5533,5403886,29,14,single,rented,no,Scientist,Gudivada,Andhra_Pradesh,7,10,0
5534,1856689,46,5,single,rented,yes,Air_traffic_controller,Amravati,Maharashtra,5,12,0
5535,4998898,27,13,single,rented,no,Economist,Gandhidham,Gujarat,13,11,0
5536,3367218,28,5,single,rented,no,Analyst,Raiganj,West_Bengal,4,11,0
5537,8451099,70,4,single,rented,yes,Design_Engineer,Kishanganj[35],Bihar,4,13,1
5538,3207222,28,3,single,rented,yes,Dentist,Belgaum,Karnataka,3,10,0
5539,4341286,75,1,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,1,13,0
5540,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,0
5541,2942291,50,11,single,owned,no,Financial_Analyst,Unnao,Uttar_Pradesh,4,11,0
5542,6694786,69,17,single,norent_noown,no,Surveyor,Miryalaguda,Telangana,11,11,1
5543,470555,50,10,single,owned,no,Secretary,Kulti,West_Bengal,3,14,0
5544,8949796,66,0,single,rented,yes,Petroleum_Engineer,Kurnool[18],Andhra_Pradesh,0,12,0
5545,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
5546,9352887,53,6,single,rented,yes,Technical_writer,Muzaffarnagar,Uttar_Pradesh,6,11,1
5547,1578743,34,6,single,rented,yes,Analyst,Solapur,Maharashtra,3,10,0
5548,9226716,55,3,single,rented,no,Graphic_Designer,Aurangabad,Maharashtra,3,11,0
5549,9364159,77,6,married,rented,no,Software_Developer,Bhavnagar,Gujarat,4,11,0
5550,9934516,66,6,single,rented,yes,Hotel_Manager,Chinsurah,West_Bengal,6,14,0
5551,884898,48,8,single,rented,yes,Artist,Bidar,Karnataka,8,10,0
5552,5681211,79,18,single,rented,no,Web_designer,Ozhukarai,Puducherry,8,10,0
5553,1185014,23,5,single,rented,no,Magistrate,Arrah,Bihar,5,13,0
5554,3489049,66,11,single,rented,no,Software_Developer,Tirunelveli,Tamil_Nadu,11,12,0
5555,5653642,42,3,single,rented,no,Civil_engineer,Mumbai,Maharashtra,3,11,0
5556,9899664,45,5,single,rented,no,Software_Developer,Bidhannagar,West_Bengal,5,10,0
5557,6862187,22,7,single,rented,no,Scientist,Srinagar,Jammu_and_Kashmir,7,12,1
5558,979926,61,14,single,rented,yes,Police_officer,Indore,Madhya_Pradesh,7,11,1
5559,424671,64,15,single,rented,yes,Firefighter,Satna,Madhya_Pradesh,4,11,0
5560,347930,64,5,single,rented,no,Politician,Proddatur,Andhra_Pradesh,5,12,0
5561,8645202,65,9,single,owned,no,Technician,Mango,Jharkhand,9,13,0
5562,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
5563,2028733,38,4,single,rented,yes,Architect,Nashik,Maharashtra,4,11,0
5564,7977722,69,19,married,rented,no,Flight_attendant,Morbi,Gujarat,14,12,0
5565,6816106,31,20,single,rented,yes,Statistician,Adoni,Andhra_Pradesh,11,14,0
5566,4853948,39,10,single,rented,no,Magistrate,Tirupati[21][22],Andhra_Pradesh,10,10,0
5567,227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14,0
5568,5330432,47,2,single,rented,yes,Chemical_engineer,Bidhannagar,West_Bengal,2,10,0
5569,9830639,70,16,single,rented,no,Army_officer,Kadapa[23],Andhra_Pradesh,5,11,0
5570,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
5571,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
5572,4736350,38,13,single,rented,no,Microbiologist,Ambala,Haryana,6,13,1
5573,5023719,40,8,single,rented,no,Army_officer,Hosur,Tamil_Nadu,8,14,0
5574,5886958,60,16,single,rented,no,Analyst,Agra,Uttar_Pradesh,3,10,0
5575,9845816,31,20,single,rented,no,Lawyer,Thanjavur,Tamil_Nadu,14,11,0
5576,7512179,55,13,single,rented,no,Physician,Kanpur,Uttar_Pradesh,11,14,0
5577,2603179,39,20,single,rented,yes,Politician,Siwan[32],Bihar,13,11,0
5578,9317473,63,20,single,rented,yes,Civil_servant,Gopalpur,West_Bengal,14,14,0
5579,5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra_Pradesh,13,13,0
5580,4110754,36,4,single,rented,no,Petroleum_Engineer,Ambattur,Tamil_Nadu,4,13,0
5581,6305461,41,11,single,rented,yes,Air_traffic_controller,Mirzapur,Uttar_Pradesh,7,14,1
5582,7541730,23,2,single,rented,no,Psychologist,Amroha,Uttar_Pradesh,2,10,0
5583,4334503,22,6,single,owned,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
5584,152426,27,18,single,rented,no,Librarian,Delhi_city,Delhi,8,12,0
5585,7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
5586,7115862,52,17,single,rented,no,Physician,Delhi_city,Delhi,14,11,0
5587,1532701,79,2,single,rented,no,Graphic_Designer,Hapur,Uttar_Pradesh,2,12,0
5588,4421612,79,20,single,rented,no,Firefighter,Rohtak,Haryana,8,11,0
5589,9521305,77,9,single,rented,no,Consultant,Motihari[34],Bihar,9,13,0
5590,2433481,48,0,single,norent_noown,yes,Biomedical_Engineer,Durg,Chhattisgarh,0,14,0
5591,3278154,56,20,single,rented,no,Technology_specialist,Gorakhpur,Uttar_Pradesh,6,12,0
5592,6668221,66,20,single,rented,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,0
5593,3902265,26,5,single,rented,no,Computer_hardware_engineer,Korba,Chhattisgarh,3,14,0
5594,3099933,71,15,married,rented,no,Physician,Nandyal,Andhra_Pradesh,3,12,0
5595,8602683,46,1,married,rented,no,Web_designer,Bangalore,Karnataka,1,10,0
5596,7371023,24,16,single,rented,no,Hotel_Manager,Ongole,Andhra_Pradesh,10,14,0
5597,7636933,44,4,single,rented,yes,Consultant,Shivpuri,Madhya_Pradesh,4,14,0
5598,9693465,74,9,single,rented,no,Consultant,Loni,Uttar_Pradesh,5,12,0
5599,665309,69,11,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,11,11,0
5600,9812058,72,1,single,rented,yes,Economist,Thrissur,Kerala,1,14,0
5601,8774556,63,2,single,rented,no,Flight_attendant,Howrah,West_Bengal,2,12,0
5602,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
5603,1882143,45,19,single,rented,yes,Magistrate,Farrukhabad,Uttar_Pradesh,4,14,1
5604,7167762,49,14,single,rented,no,Firefighter,Bhopal,Madhya_Pradesh,12,14,1
5605,7743419,71,15,single,rented,no,Scientist,Nangloi_Jat,Delhi,14,14,0
5606,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
5607,5323322,77,13,single,rented,no,Civil_engineer,Bangalore,Karnataka,13,10,0
5608,5596467,26,17,single,rented,no,Mechanical_engineer,Parbhani,Maharashtra,4,13,0
5609,9305585,69,8,single,rented,no,Official,Raiganj,West_Bengal,8,10,1
5610,4539480,46,3,single,rented,yes,Fashion_Designer,Eluru[25],Andhra_Pradesh,3,11,0
5611,9480069,64,2,single,rented,no,Chartered_Accountant,Thoothukudi,Tamil_Nadu,2,10,0
5612,9772105,29,12,single,rented,no,Aviator,Nagercoil,Tamil_Nadu,8,14,0
5613,9507533,32,4,married,rented,no,Lawyer,Satna,Madhya_Pradesh,4,11,0
5614,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,0
5615,2252443,77,0,single,rented,no,Surgeon,Chandigarh_city,Chandigarh,0,11,0
5616,4525338,23,1,single,rented,no,Graphic_Designer,Ongole,Andhra_Pradesh,1,12,0
5617,9984878,51,18,single,rented,yes,Comedian,Jammu[16],Jammu_and_Kashmir,8,12,0
5618,2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra_Pradesh,2,12,0
5619,6715263,29,0,single,rented,no,Surveyor,Dewas,Madhya_Pradesh,0,11,1
5620,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
5621,2370396,69,4,married,rented,no,Comedian,Shivpuri,Madhya_Pradesh,4,10,0
5622,3426695,73,4,single,rented,no,Firefighter,Unnao,Uttar_Pradesh,4,14,0
5623,1923950,50,12,single,rented,no,Geologist,Chandigarh_city,Chandigarh,3,14,0
5624,2416807,70,10,single,rented,no,Firefighter,Bhalswa_Jahangir_Pur,Delhi,4,12,0
5625,10310,70,20,single,rented,yes,Engineer,Baranagar,West_Bengal,7,14,0
5626,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
5627,3465071,66,10,single,rented,no,Designer,Aurangabad[39],Bihar,8,11,0
5628,5046084,62,7,married,rented,yes,Technician,Shivpuri,Madhya_Pradesh,6,14,0
5629,1632386,43,20,single,rented,no,Army_officer,Gudivada,Andhra_Pradesh,11,14,0
5630,6220011,57,19,single,owned,no,Engineer,Phusro,Jharkhand,14,14,0
5631,461499,68,2,married,rented,no,Official,Allahabad,Uttar_Pradesh[5],2,11,0
5632,7579274,26,8,single,rented,no,Army_officer,Guna,Madhya_Pradesh,5,14,0
5633,7291839,41,1,single,rented,yes,Surgeon,Thane,Maharashtra,1,12,0
5634,7583437,74,13,single,owned,yes,Web_designer,Etawah,Uttar_Pradesh,9,13,0
5635,9933885,65,12,single,rented,no,Comedian,Vasai-Virar,Maharashtra,4,11,0
5636,4187964,78,2,single,rented,yes,Dentist,Pallavaram,Tamil_Nadu,2,10,0
5637,5498131,61,15,single,rented,no,Industrial_Engineer,Amritsar,Punjab,7,13,0
5638,4887884,56,5,single,rented,no,Consultant,Thrissur,Kerala,5,11,0
5639,3308198,76,10,single,rented,yes,Economist,Morena,Madhya_Pradesh,4,14,0
5640,1878525,41,5,single,rented,no,Physician,Aurangabad[39],Bihar,5,14,0
5641,2452563,75,3,single,rented,no,Hotel_Manager,Kulti,West_Bengal,3,12,0
5642,7877007,49,9,single,rented,no,Microbiologist,Amaravati,Andhra_Pradesh,9,10,0
5643,7525294,43,11,single,rented,yes,Magistrate,Siliguri,West_Bengal,4,14,0
5644,2062343,40,15,married,rented,yes,Aviator,Ballia,Uttar_Pradesh,14,11,0
5645,6325118,21,13,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,11,12,1
5646,9043312,71,10,single,owned,no,Physician,Phagwara,Punjab,3,14,0
5647,9344382,38,14,single,rented,yes,Secretary,Khandwa,Madhya_Pradesh,12,14,0
5648,6897815,47,14,single,rented,yes,Fashion_Designer,Ramagundam[27],Telangana,5,12,0
5649,1996629,48,16,single,rented,no,Comedian,Farrukhabad,Uttar_Pradesh,9,14,0
5650,2451457,31,9,married,rented,no,Politician,Bulandshahr,Uttar_Pradesh,9,12,0
5651,4855342,24,0,single,rented,no,Lawyer,Ichalkaranji,Maharashtra,0,13,0
5652,2955958,35,17,single,rented,yes,Computer_operator,Amravati,Maharashtra,7,11,0
5653,6360265,31,18,single,rented,no,Scientist,Mumbai,Maharashtra,3,11,0
5654,2183371,23,20,single,owned,no,Police_officer,Jhansi,Uttar_Pradesh,3,13,0
5655,4718273,25,10,single,rented,no,Lawyer,Baranagar,West_Bengal,8,10,0
5656,8459716,79,1,single,rented,no,Graphic_Designer,Mau,Uttar_Pradesh,1,14,0
5657,2101952,46,18,single,rented,yes,Technical_writer,Berhampore,West_Bengal,7,14,0
5658,4531094,41,6,single,rented,no,Magistrate,Unnao,Uttar_Pradesh,6,13,0
5659,7362151,65,4,single,rented,no,Magistrate,Gurgaon,Haryana,3,11,0
5660,6272411,69,2,married,rented,no,Aviator,Bhatpara,West_Bengal,2,10,0
5661,7110369,35,7,single,rented,yes,Computer_hardware_engineer,Mangalore,Karnataka,3,11,0
5662,7352225,78,14,married,rented,no,Firefighter,Rajpur_Sonarpur,West_Bengal,6,14,0
5663,2442178,34,15,married,rented,no,Air_traffic_controller,Alwar,Rajasthan,10,13,1
5664,6975092,73,9,single,rented,no,Architect,Kakinada,Andhra_Pradesh,9,13,0
5665,6947233,62,10,single,rented,no,Technical_writer,Bidar,Karnataka,10,12,0
5666,1818927,69,8,single,rented,no,Technical_writer,Mirzapur,Uttar_Pradesh,8,13,0
5667,6197730,71,3,single,rented,no,Dentist,Mahbubnagar,Telangana,3,13,0
5668,568591,65,5,single,rented,no,Firefighter,Kanpur,Uttar_Pradesh,5,11,0
5669,7167873,61,0,single,rented,yes,Designer,Ambala,Haryana,0,11,1
5670,2277429,42,18,single,rented,no,Analyst,Amaravati,Andhra_Pradesh,4,14,0
5671,779608,25,13,single,rented,yes,Industrial_Engineer,Nadiad,Gujarat,6,13,0
5672,5697835,55,14,single,owned,no,Designer,Maheshtala,West_Bengal,6,14,0
5673,9127290,22,11,single,rented,no,Web_designer,Ghaziabad,Uttar_Pradesh,3,14,1
5674,8433425,63,13,married,rented,no,Graphic_Designer,South_Dumdum,West_Bengal,6,10,0
5675,5922261,43,6,single,rented,no,Microbiologist,Kota[6],Rajasthan,6,14,1
5676,9510775,48,3,single,rented,no,Petroleum_Engineer,Jehanabad[38],Bihar,3,14,0
5677,3085012,24,0,single,rented,no,Aviator,Raichur,Karnataka,0,10,0
5678,908803,22,18,single,rented,no,Librarian,Morena,Madhya_Pradesh,3,14,0
5679,8010013,45,11,single,rented,no,Technical_writer,Hazaribagh,Jharkhand,7,14,0
5680,5468664,30,2,single,rented,no,Chartered_Accountant,Kanpur,Uttar_Pradesh,2,14,1
5681,6936269,46,9,single,rented,no,Firefighter,Eluru[25],Andhra_Pradesh,8,14,0
5682,6448514,30,6,single,rented,no,Magistrate,Bihar_Sharif,Bihar,6,10,0
5683,667848,58,10,single,rented,no,Comedian,Faridabad,Haryana,8,12,0
5684,6445556,24,14,married,rented,no,Physician,Alwar,Rajasthan,10,12,0
5685,9348360,48,12,single,rented,yes,Financial_Analyst,Lucknow,Uttar_Pradesh,12,10,0
5686,4543268,32,17,single,rented,no,Flight_attendant,Tenali,Andhra_Pradesh,3,13,0
5687,8143086,22,3,single,rented,no,Flight_attendant,Barasat,West_Bengal,3,11,1
5688,5714288,44,0,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,0,14,0
5689,4110066,43,0,single,rented,no,Designer,Amroha,Uttar_Pradesh,0,12,0
5690,6668606,45,2,single,rented,no,Designer,Giridih,Jharkhand,2,10,0
5691,2696703,57,14,single,rented,no,Chef,Begusarai,Bihar,14,12,0
5692,7278093,77,17,single,rented,no,Chemical_engineer,Sirsa,Haryana,10,14,0
5693,8573668,57,15,single,rented,yes,Lawyer,Medininagar,Jharkhand,13,13,1
5694,7086647,24,4,married,rented,no,Engineer,Ambattur,Tamil_Nadu,4,14,0
5695,5620082,58,14,single,rented,no,Politician,Akola,Maharashtra,9,11,0
5696,3342757,21,18,single,rented,no,Surgeon,Amravati,Maharashtra,9,14,0
5697,2663598,63,15,single,rented,no,Software_Developer,Rajahmundry[19][20],Andhra_Pradesh,11,12,0
5698,1680177,33,18,single,owned,no,Industrial_Engineer,Sonipat,Haryana,6,11,1
5699,854917,34,0,single,rented,no,Architect,Medininagar,Jharkhand,0,13,0
5700,2485396,26,6,single,rented,no,Statistician,Gandhidham,Gujarat,6,14,0
5701,3261742,36,11,single,rented,no,Consultant,Bhusawal,Maharashtra,4,10,0
5702,6518572,76,17,single,owned,yes,Technology_specialist,Saharsa[29],Bihar,14,12,0
5703,5294136,72,15,single,rented,no,Scientist,Jodhpur,Rajasthan,7,12,1
5704,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
5705,2429683,43,20,single,rented,no,Financial_Analyst,Siliguri,West_Bengal,14,11,1
5706,7020077,63,9,single,rented,no,Mechanical_engineer,Ongole,Andhra_Pradesh,9,13,0
5707,1108464,57,20,single,rented,no,Engineer,Morena,Madhya_Pradesh,7,14,1
5708,9815414,26,5,single,rented,no,Chartered_Accountant,New_Delhi,Delhi,5,14,0
5709,2055989,25,18,single,rented,no,Scientist,Cuttack,Odisha,3,10,0
5710,8593443,49,12,single,rented,no,Chef,Jalna,Maharashtra,9,14,0
5711,67428,49,12,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,10,11,0
5712,4496096,55,17,single,rented,yes,Librarian,Bhilai,Chhattisgarh,13,13,1
5713,3419204,79,18,single,owned,no,Geologist,Kottayam,Kerala,3,12,0
5714,2542814,55,10,single,rented,no,Consultant,Moradabad,Uttar_Pradesh,8,11,0
5715,1670303,35,13,married,rented,no,Analyst,Berhampore,West_Bengal,5,14,1
5716,661573,42,20,single,rented,yes,Analyst,Suryapet,Telangana,14,12,0
